"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
12876,5,28,1987,22,"NL","M",30,55,"Neotoma","albigula","Rodent","Control"
158,9,11,1977,22,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
426,12,10,1977,22,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
592,2,18,1978,22,"DM","M",39,45,"Dipodomys","merriami","Rodent","Control"
834,5,6,1978,22,"DM","M",38,47,"Dipodomys","merriami","Rodent","Control"
954,6,8,1978,22,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
1109,8,4,1978,22,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
1515,12,2,1978,22,"DM","M",37,42,"Dipodomys","merriami","Rodent","Control"
1565,1,28,1979,22,"DM","M",38,47,"Dipodomys","merriami","Rodent","Control"
1619,2,24,1979,22,"DM","M",36,50,"Dipodomys","merriami","Rodent","Control"
1620,2,24,1979,22,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
1628,2,24,1979,22,"DM","M",35,46,"Dipodomys","merriami","Rodent","Control"
1635,2,24,1979,22,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
1679,3,31,1979,22,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
3254,9,7,1980,22,"DM","M",34,34,"Dipodomys","merriami","Rodent","Control"
3635,12,16,1980,22,"DM","M",35,45,"Dipodomys","merriami","Rodent","Control"
4179,4,5,1981,22,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
4384,5,3,1981,22,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
4732,7,31,1981,22,"DM","M",38,45,"Dipodomys","merriami","Rodent","Control"
4879,10,24,1981,22,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
5107,12,30,1981,22,"DM","M",36,39,"Dipodomys","merriami","Rodent","Control"
5259,1,24,1982,22,"DM","M",34,41,"Dipodomys","merriami","Rodent","Control"
5361,2,22,1982,22,"DM","M",34,38,"Dipodomys","merriami","Rodent","Control"
5381,2,22,1982,22,"DM","M",33,41,"Dipodomys","merriami","Rodent","Control"
