"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
2994,5,18,1980,18,"NL","M",32,73,"Neotoma","albigula","Rodent","Short-term Krat Exclosure"
5344,2,22,1982,18,"NL","M",32,100,"Neotoma","albigula","Rodent","Short-term Krat Exclosure"
8999,4,9,1984,18,"NL","M",26,58,"Neotoma","albigula","Rodent","Short-term Krat Exclosure"
12932,6,30,1987,18,"NL","M",30,72,"Neotoma","albigula","Rodent","Short-term Krat Exclosure"
90,8,20,1977,18,"DM","M",35,29,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
97,8,20,1977,18,"DM","M",36,41,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
178,9,11,1977,18,"DM","M",33,44,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
255,10,16,1977,18,"DM","M",35,50,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
280,10,16,1977,18,"DM","M",37,46,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
359,11,12,1977,18,"DM","M",36,40,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
374,11,12,1977,18,"DM","M",37,44,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
447,12,10,1977,18,"DM","M",37,44,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
572,1,10,1978,18,"DM","M",38,51,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
575,1,10,1978,18,"DM","M",38,47,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
576,1,10,1978,18,"DM","M",36,49,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
644,2,20,1978,18,"DM","M",38,45,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
715,3,13,1978,18,"DM","M",36,49,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
830,4,10,1978,18,"DM","M",38,51,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
1085,7,8,1978,18,"DM","M",36,24,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
1179,8,5,1978,18,"DM","M",35,30,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
1276,9,4,1978,18,"DM","M",35,38,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
1394,10,8,1978,18,"DM","M",36,39,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
1460,11,5,1978,18,"DM","M",36,41,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
2970,5,18,1980,18,"DM","M",36,48,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3075,6,22,1980,18,"DM","M",35,37,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3135,7,21,1980,18,"DM","M",37,47,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3389,10,12,1980,18,"DM","M",36,49,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3495,11,9,1980,18,"DM","M",37,48,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3497,11,9,1980,18,"DM","M",38,40,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3499,11,9,1980,18,"DM","M",36,46,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3536,11,9,1980,18,"DM","M",36,47,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3657,12,16,1980,18,"DM","M",36,51,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3842,1,31,1981,18,"DM","M",35,53,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3932,3,8,1981,18,"DM","M",36,42,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
4827,9,29,1981,18,"DM","M",34,32,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
4828,9,29,1981,18,"DM","M",36,27,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
4871,10,24,1981,18,"DM","M",37,49,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
4882,10,24,1981,18,"DM","M",39,39,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
4886,10,24,1981,18,"DM","M",36,27,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
4978,11,22,1981,18,"DM","M",37,44,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
5086,12,30,1981,18,"DM","M",37,44,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
5516,3,29,1982,18,"DM","M",37,40,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
5727,4,28,1982,18,"DM","M",37,42,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
5877,5,21,1982,18,"DM","M",36,42,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
6374,8,15,1982,18,"DM","M",37,44,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
6608,9,19,1982,18,"DM","M",36,45,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
6622,9,19,1982,18,"DM","M",37,43,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
6624,9,19,1982,18,"DM","M",36,49,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
6637,9,19,1982,18,"DM","M",35,43,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
6835,10,24,1982,18,"DM","M",36,43,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
6853,10,24,1982,18,"DM","M",34,40,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
6920,10,24,1982,18,"DM","M",36,45,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
6979,11,21,1982,18,"DM","M",36,43,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
7139,1,12,1983,18,"DM","M",35,39,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
7357,2,26,1983,18,"DM","M",37,44,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
7508,3,14,1983,18,"DM","M",33,41,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
7522,3,14,1983,18,"DM","M",34,44,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
7641,4,16,1983,18,"DM","M",38,52,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
7673,4,16,1983,18,"DM","M",34,53,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
7699,4,16,1983,18,"DM","M",38,45,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
7853,5,14,1983,18,"DM","M",37,45,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
7950,6,17,1983,18,"DM","M",32,20,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
7961,6,17,1983,18,"DM","M",36,47,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8058,7,16,1983,18,"DM","M",35,47,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8097,7,16,1983,18,"DM","M",32,36,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8180,8,15,1983,18,"DM","M",37,37,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8201,8,15,1983,18,"DM","M",37,45,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8286,9,10,1983,18,"DM","M",37,42,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8434,10,15,1983,18,"DM","M",35,42,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8598,11,12,1983,18,"DM","M",35,40,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8725,12,8,1983,18,"DM","M",37,38,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8735,12,8,1983,18,"DM","M",36,45,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8835,2,4,1984,18,"DM","M",37,42,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
8938,3,12,1984,18,"DM","M",36,44,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
9004,4,9,1984,18,"DM","M",36,45,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
