"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
9407,7,31,1984,17,"NL","M",30,93,"Neotoma","albigula","Rodent","Control"
11369,4,12,1986,17,"NL","M",31,99,"Neotoma","albigula","Rodent","Control"
28074,6,27,1998,17,"NL","M",34,93,"Neotoma","albigula","Rodent","Control"
187,9,12,1977,17,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
287,10,17,1977,17,"DM","M",38,41,"Dipodomys","merriami","Rodent","Control"
288,10,17,1977,17,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
318,10,17,1977,17,"DM","M",33,29,"Dipodomys","merriami","Rodent","Control"
382,11,13,1977,17,"DM","M",37,40,"Dipodomys","merriami","Rodent","Control"
462,12,11,1977,17,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
482,12,11,1977,17,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
538,1,9,1978,17,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
610,2,19,1978,17,"DM","M",37,39,"Dipodomys","merriami","Rodent","Control"
785,4,9,1978,17,"DM","M",39,49,"Dipodomys","merriami","Rodent","Control"
788,4,9,1978,17,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
888,5,18,1978,17,"DM","M",34,23,"Dipodomys","merriami","Rodent","Control"
891,5,18,1978,17,"DM","M",35,41,"Dipodomys","merriami","Rodent","Control"
905,5,18,1978,17,"DM","M",33,21,"Dipodomys","merriami","Rodent","Control"
941,6,8,1978,17,"DM","M",36,29,"Dipodomys","merriami","Rodent","Control"
966,6,8,1978,17,"DM","M",35,29,"Dipodomys","merriami","Rodent","Control"
1034,7,7,1978,17,"DM","M",35,35,"Dipodomys","merriami","Rodent","Control"
1041,7,7,1978,17,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
1043,7,7,1978,17,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
1112,8,4,1978,17,"DM","M",35,37,"Dipodomys","merriami","Rodent","Control"
1121,8,4,1978,17,"DM","M",38,50,"Dipodomys","merriami","Rodent","Control"
1198,9,3,1978,17,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
1215,9,3,1978,17,"DM","M",39,52,"Dipodomys","merriami","Rodent","Control"
1216,9,3,1978,17,"DM","M",39,49,"Dipodomys","merriami","Rodent","Control"
