"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
306,10,17,1977,16,"DM","M",33,23,"Dipodomys","merriami","Rodent","Rodent Exclosure"
342,10,18,1977,16,"DM","M",34,25,"Dipodomys","merriami","Rodent","Rodent Exclosure"
649,2,20,1978,16,"DM","M",35,48,"Dipodomys","merriami","Rodent","Rodent Exclosure"
1020,6,9,1978,16,"DM","M",38,48,"Dipodomys","merriami","Rodent","Rodent Exclosure"
1089,7,8,1978,16,"DM","M",38,48,"Dipodomys","merriami","Rodent","Rodent Exclosure"
1098,7,8,1978,16,"DM","M",36,46,"Dipodomys","merriami","Rodent","Rodent Exclosure"
1149,8,5,1978,16,"DM","M",38,48,"Dipodomys","merriami","Rodent","Rodent Exclosure"
1178,8,5,1978,16,"DM","M",38,49,"Dipodomys","merriami","Rodent","Rodent Exclosure"
1551,12,3,1978,16,"DM","M",38,45,"Dipodomys","merriami","Rodent","Rodent Exclosure"
1586,1,29,1979,16,"DM","M",38,45,"Dipodomys","merriami","Rodent","Rodent Exclosure"
1667,2,25,1979,16,"DM","M",38,44,"Dipodomys","merriami","Rodent","Rodent Exclosure"
2224,11,18,1979,16,"DM","M",36,43,"Dipodomys","merriami","Rodent","Rodent Exclosure"
2225,11,18,1979,16,"DM","M",35,46,"Dipodomys","merriami","Rodent","Rodent Exclosure"
2359,1,16,1980,16,"DM","M",37,49,"Dipodomys","merriami","Rodent","Rodent Exclosure"
2360,1,16,1980,16,"DM","M",35,45,"Dipodomys","merriami","Rodent","Rodent Exclosure"
2495,2,25,1980,16,"DM","M",37,46,"Dipodomys","merriami","Rodent","Rodent Exclosure"
2997,5,18,1980,16,"DM","M",36,45,"Dipodomys","merriami","Rodent","Rodent Exclosure"
3618,12,16,1980,16,"DM","M",37,49,"Dipodomys","merriami","Rodent","Rodent Exclosure"
9735,12,30,1984,16,"DM","M",33,47,"Dipodomys","merriami","Rodent","Rodent Exclosure"
9829,1,19,1985,16,"DM","M",36,41,"Dipodomys","merriami","Rodent","Rodent Exclosure"
9841,1,19,1985,16,"DM","M",35,39,"Dipodomys","merriami","Rodent","Rodent Exclosure"
9850,1,19,1985,16,"DM","M",35,36,"Dipodomys","merriami","Rodent","Rodent Exclosure"
