"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
3212,8,13,1980,11,"NL","M",31,83,"Neotoma","albigula","Rodent","Control"
13449,9,27,1987,11,"NL","M",29,53,"Neotoma","albigula","Rodent","Control"
99,8,20,1977,11,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
199,9,12,1977,11,"DM","M",36,29,"Dipodomys","merriami","Rodent","Control"
203,9,12,1977,11,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
295,10,17,1977,11,"DM","M",36,41,"Dipodomys","merriami","Rodent","Control"
384,11,13,1977,11,"DM","M",36,37,"Dipodomys","merriami","Rodent","Control"
468,12,11,1977,11,"DM","M",35,37,"Dipodomys","merriami","Rodent","Control"
541,1,9,1978,11,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
549,1,9,1978,11,"DM","M",38,44,"Dipodomys","merriami","Rodent","Control"
616,2,19,1978,11,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
617,2,19,1978,11,"DM","M",38,48,"Dipodomys","merriami","Rodent","Control"
690,3,12,1978,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
697,3,12,1978,11,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
782,4,9,1978,11,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
794,4,9,1978,11,"DM","M",35,44,"Dipodomys","merriami","Rodent","Control"
885,5,18,1978,11,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
906,5,18,1978,11,"DM","M",34,21,"Dipodomys","merriami","Rodent","Control"
1139,8,4,1978,11,"DM","M",37,36,"Dipodomys","merriami","Rodent","Control"
1208,9,3,1978,11,"DM","M",36,30,"Dipodomys","merriami","Rodent","Control"
1245,9,3,1978,11,"DM","M",38,41,"Dipodomys","merriami","Rodent","Control"
1317,10,7,1978,11,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
1344,10,7,1978,11,"DM","M",38,38,"Dipodomys","merriami","Rodent","Control"
1426,11,4,1978,11,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
1434,11,4,1978,11,"DM","M",38,39,"Dipodomys","merriami","Rodent","Control"
1486,12,2,1978,11,"DM","M",38,44,"Dipodomys","merriami","Rodent","Control"
1498,12,2,1978,11,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
1514,12,2,1978,11,"DM","M",38,38,"Dipodomys","merriami","Rodent","Control"
1555,1,28,1979,11,"DM","M",36,37,"Dipodomys","merriami","Rodent","Control"
1562,1,28,1979,11,"DM","M",39,50,"Dipodomys","merriami","Rodent","Control"
1567,1,28,1979,11,"DM","M",37,43,"Dipodomys","merriami","Rodent","Control"
1624,2,24,1979,11,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
1629,2,24,1979,11,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
1712,3,31,1979,11,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
1725,4,28,1979,11,"DM","M",39,47,"Dipodomys","merriami","Rodent","Control"
1813,5,29,1979,11,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
1931,7,25,1979,11,"DM","M",35,31,"Dipodomys","merriami","Rodent","Control"
1983,8,22,1979,11,"DM","M",34,35,"Dipodomys","merriami","Rodent","Control"
2035,9,22,1979,11,"DM","M",39,49,"Dipodomys","merriami","Rodent","Control"
2091,10,24,1979,11,"DM","M",35,29,"Dipodomys","merriami","Rodent","Control"
2244,11,18,1979,11,"DM","M",39,48,"Dipodomys","merriami","Rodent","Control"
2268,11,18,1979,11,"DM","M",37,36,"Dipodomys","merriami","Rodent","Control"
2274,1,15,1980,11,"DM","M",38,37,"Dipodomys","merriami","Rodent","Control"
2286,1,15,1980,11,"DM","M",38,47,"Dipodomys","merriami","Rodent","Control"
2290,1,15,1980,11,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
2297,1,15,1980,11,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
2310,1,15,1980,11,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
2319,1,15,1980,11,"DM","M",37,26,"Dipodomys","merriami","Rodent","Control"
2324,1,15,1980,11,"DM","M",35,49,"Dipodomys","merriami","Rodent","Control"
2481,2,25,1980,11,"DM","M",36,41,"Dipodomys","merriami","Rodent","Control"
3211,8,13,1980,11,"DM","M",36,29,"Dipodomys","merriami","Rodent","Control"
3345,10,11,1980,11,"DM","M",37,39,"Dipodomys","merriami","Rodent","Control"
3600,12,16,1980,11,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
3686,1,11,1981,11,"DM","M",36,34,"Dipodomys","merriami","Rodent","Control"
3809,1,31,1981,11,"DM","M",38,47,"Dipodomys","merriami","Rodent","Control"
3824,1,31,1981,11,"DM","M",36,38,"Dipodomys","merriami","Rodent","Control"
3915,3,8,1981,11,"DM","M",37,39,"Dipodomys","merriami","Rodent","Control"
3937,3,8,1981,11,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
4398,5,3,1981,11,"DM","M",33,31,"Dipodomys","merriami","Rodent","Control"
4563,6,5,1981,11,"DM","M",39,45,"Dipodomys","merriami","Rodent","Control"
4594,6,5,1981,11,"DM","M",35,37,"Dipodomys","merriami","Rodent","Control"
4620,7,7,1981,11,"DM","M",35,46,"Dipodomys","merriami","Rodent","Control"
4638,7,7,1981,11,"DM","M",37,38,"Dipodomys","merriami","Rodent","Control"
4731,7,31,1981,11,"DM","M",35,44,"Dipodomys","merriami","Rodent","Control"
4751,7,31,1981,11,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
4784,8,30,1981,11,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
4842,9,30,1981,11,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
4931,10,25,1981,11,"DM","M",37,40,"Dipodomys","merriami","Rodent","Control"
4991,11,22,1981,11,"DM","M",37,54,"Dipodomys","merriami","Rodent","Control"
5003,11,22,1981,11,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
5149,12,31,1981,11,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
5199,1,24,1982,11,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
5226,1,24,1982,11,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
5235,1,24,1982,11,"DM","M",38,44,"Dipodomys","merriami","Rodent","Control"
5265,1,24,1982,11,"DM","M",34,45,"Dipodomys","merriami","Rodent","Control"
5388,2,23,1982,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
5416,2,23,1982,11,"DM","M",38,43,"Dipodomys","merriami","Rodent","Control"
5449,2,23,1982,11,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
5460,2,23,1982,11,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
5461,2,23,1982,11,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
5549,3,29,1982,11,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
5584,3,29,1982,11,"DM","M",34,21,"Dipodomys","merriami","Rodent","Control"
5590,3,29,1982,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
5716,4,28,1982,11,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
5756,4,28,1982,11,"DM","M",37,44,"Dipodomys","merriami","Rodent","Control"
5870,5,21,1982,11,"DM","M",34,25,"Dipodomys","merriami","Rodent","Control"
5880,5,21,1982,11,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
5907,5,21,1982,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
6092,6,29,1982,11,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
6094,6,29,1982,11,"DM","M",35,32,"Dipodomys","merriami","Rodent","Control"
6143,6,29,1982,11,"DM","M",37,42,"Dipodomys","merriami","Rodent","Control"
6373,8,15,1982,11,"DM","M",34,38,"Dipodomys","merriami","Rodent","Control"
6388,8,15,1982,11,"DM","M",35,46,"Dipodomys","merriami","Rodent","Control"
6406,8,15,1982,11,"DM","M",34,47,"Dipodomys","merriami","Rodent","Control"
6410,8,15,1982,11,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
6547,9,18,1982,11,"DM","M",34,36,"Dipodomys","merriami","Rodent","Control"
6552,9,18,1982,11,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
6862,10,24,1982,11,"DM","M",35,40,"Dipodomys","merriami","Rodent","Control"
6869,10,24,1982,11,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
6879,10,24,1982,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
6927,10,24,1982,11,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
6938,10,24,1982,11,"DM","M",34,46,"Dipodomys","merriami","Rodent","Control"
7076,11,22,1982,11,"DM","M",35,38,"Dipodomys","merriami","Rodent","Control"
7079,11,22,1982,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
7132,11,22,1982,11,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
7179,1,12,1983,11,"DM","M",37,38,"Dipodomys","merriami","Rodent","Control"
7186,1,12,1983,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
7223,1,12,1983,11,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
7337,2,26,1983,11,"DM","M",36,39,"Dipodomys","merriami","Rodent","Control"
7345,2,26,1983,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
7363,2,26,1983,11,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
7365,2,26,1983,11,"DM","M",35,43,"Dipodomys","merriami","Rodent","Control"
7492,3,14,1983,11,"DM","M",34,42,"Dipodomys","merriami","Rodent","Control"
7493,3,14,1983,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
7498,3,14,1983,11,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
7525,3,14,1983,11,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
7537,3,14,1983,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
7747,4,17,1983,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
7792,4,17,1983,11,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
7897,5,15,1983,11,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
7933,5,15,1983,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
8009,6,18,1983,11,"DM","M",38,48,"Dipodomys","merriami","Rodent","Control"
8039,6,18,1983,11,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
8133,7,17,1983,11,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
8154,7,17,1983,11,"DM","M",35,46,"Dipodomys","merriami","Rodent","Control"
8234,8,16,1983,11,"DM","M",37,38,"Dipodomys","merriami","Rodent","Control"
8238,8,16,1983,11,"DM","M",37,40,"Dipodomys","merriami","Rodent","Control"
8269,8,16,1983,11,"DM","M",35,45,"Dipodomys","merriami","Rodent","Control"
8366,9,11,1983,11,"DM","M",37,43,"Dipodomys","merriami","Rodent","Control"
8370,9,11,1983,11,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
8521,10,16,1983,11,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
8639,11,13,1983,11,"DM","M",36,38,"Dipodomys","merriami","Rodent","Control"
8763,12,9,1983,11,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
8880,2,5,1984,11,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
8969,3,13,1984,11,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
9035,4,10,1984,11,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
9160,5,13,1984,11,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
9262,5,28,1984,11,"DM","M",35,29,"Dipodomys","merriami","Rodent","Control"
9274,5,28,1984,11,"DM","M",36,49,"Dipodomys","merriami","Rodent","Control"
9366,7,4,1984,11,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
9368,7,4,1984,11,"DM","M",37,35,"Dipodomys","merriami","Rodent","Control"
9431,8,1,1984,11,"DM","M",35,39,"Dipodomys","merriami","Rodent","Control"
9503,8,26,1984,11,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
9610,9,30,1984,11,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
9691,10,21,1984,11,"DM","M",37,42,"Dipodomys","merriami","Rodent","Control"
9788,12,31,1984,11,"DM","M",36,35,"Dipodomys","merriami","Rodent","Control"
9887,1,20,1985,11,"DM","M",37,39,"Dipodomys","merriami","Rodent","Control"
10005,2,17,1985,11,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
10130,3,17,1985,11,"DM","M",37,43,"Dipodomys","merriami","Rodent","Control"
