"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
18823,7,12,1991,19,"NL","M",32,99,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
105,8,20,1977,19,"DM","M",35,39,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
175,9,11,1977,19,"DM","M",33,40,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
298,10,17,1977,19,"DM","M",36,49,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
307,10,17,1977,19,"DM","M",36,42,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
313,10,17,1977,19,"DM","M",35,31,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
2230,11,18,1979,19,"DM","M",38,53,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
2232,11,18,1979,19,"DM","M",36,48,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
2233,11,18,1979,19,"DM","M",38,54,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
3504,11,9,1980,19,"DM","M",36,44,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
3625,12,16,1980,19,"DM","M",35,52,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
6670,10,23,1982,19,"DM","M",36,43,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
10188,4,20,1985,19,"DM","M",38,50,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
10206,4,20,1985,19,"DM","M",37,47,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
10766,9,21,1985,19,"DM","M",34,34,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
29193,2,20,1999,19,"DM","M",21,25,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
35240,12,7,2002,19,"DM","M",36,46,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
1230,9,3,1978,19,"PF","M",16,6,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
1400,11,4,1978,19,"PF","M",15,6,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
3192,8,13,1980,19,"PF","M",15,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
3275,9,7,1980,19,"PF","M",16,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
3416,11,8,1980,19,"PF","M",15,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
3661,12,16,1980,19,"PF","M",15,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
3703,1,11,1981,19,"PF","M",15,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
3827,1,31,1981,19,"PF","M",15,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
3925,3,8,1981,19,"PF","M",16,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
5081,12,30,1981,19,"PF","M",18,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
5202,1,24,1982,19,"PF","M",15,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
6391,8,15,1982,19,"PF","M",16,6,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
6628,9,19,1982,19,"PF","M",16,6,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
6639,9,19,1982,19,"PF","M",16,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
6699,10,23,1982,19,"PF","M",16,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
6710,10,23,1982,19,"PF","M",17,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
6750,10,23,1982,19,"PF","M",16,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
6782,10,23,1982,19,"PF","M",16,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
7005,11,21,1982,19,"PF","M",16,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
7208,1,12,1983,19,"PF","M",15,5,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
7347,2,26,1983,19,"PF","M",14,5,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
7468,3,14,1983,19,"PF","M",14,5,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
7639,4,16,1983,19,"PF","M",16,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
7660,4,16,1983,19,"PF","M",17,6,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
7704,4,16,1983,19,"PF","M",16,6,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
7819,5,14,1983,19,"PF","M",15,6,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
7825,5,14,1983,19,"PF","M",16,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
7966,6,17,1983,19,"PF","M",15,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
8060,7,16,1983,19,"PF","M",16,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
8559,11,12,1983,19,"PF","M",16,6,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
8997,4,9,1984,19,"PF","M",16,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
9057,5,12,1984,19,"PF","M",14,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
9458,8,25,1984,19,"PF","M",15,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
9526,9,29,1984,19,"PF","M",16,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
9652,10,20,1984,19,"PF","M",15,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
16775,12,4,1989,19,"PF","M",17,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
18331,2,16,1991,19,"PF","M",15,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
20171,7,30,1992,19,"PF","M",15,10,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
20434,10,18,1992,19,"PF","M",16,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
20633,2,19,1993,19,"PF","M",12,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
20971,7,14,1993,19,"PF","M",15,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
21054,8,19,1993,19,"PF","M",21,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
21100,9,16,1993,19,"PF","M",16,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
21170,10,15,1993,19,"PF","M",17,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
21327,2,1,1994,19,"PF","M",16,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
21503,4,10,1994,19,"PF","M",16,6,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
21512,4,10,1994,19,"PF","M",17,10,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
21515,4,10,1994,19,"PF","M",14,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
21559,5,18,1994,19,"PF","M",16,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
21561,5,18,1994,19,"PF","M",16,6,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
21566,5,18,1994,19,"PF","M",16,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
21625,6,14,1994,19,"PF","M",16,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
21755,9,6,1994,19,"PF","M",17,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
21831,10,12,1994,19,"PF","M",16,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
21896,11,1,1994,19,"PF","M",16,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
21952,12,4,1994,19,"PF","M",16,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
22010,1,11,1995,19,"PF","M",16,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
22547,8,26,1995,19,"PF","M",16,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
23497,3,23,1996,19,"PF","M",16,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
23668,4,14,1996,19,"PF","M",16,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
23717,4,14,1996,19,"PF","M",17,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
23721,4,14,1996,19,"PF","M",17,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
24013,6,13,1996,19,"PF","M",16,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
24055,6,13,1996,19,"PF","M",16,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
24063,6,13,1996,19,"PF","M",15,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
24066,6,13,1996,19,"PF","M",16,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
24076,6,13,1996,19,"PF","M",16,10,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
24203,7,20,1996,19,"PF","M",15,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
24801,12,18,1996,19,"PF","M",16,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
24929,2,8,1997,19,"PF","M",17,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
24948,2,8,1997,19,"PF","M",16,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
25166,3,15,1997,19,"PF","M",16,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
25424,4,12,1997,19,"PF","M",15,10,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
25448,4,12,1997,19,"PF","M",15,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
25502,4,12,1997,19,"PF","M",22,21,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
25552,4,12,1997,19,"PF","M",14,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
25729,5,10,1997,19,"PF","M",15,10,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
26025,6,9,1997,19,"PF","M",16,10,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
26783,9,27,1997,19,"PF","M",15,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
2092,10,24,1979,19,"PE","M",19,19,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
2267,11,18,1979,19,"PE","M",19,21,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
2435,2,24,1980,19,"PE","M",20,21,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
3071,6,22,1980,19,"PE","M",19,18,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
4878,10,24,1981,19,"PE","M",21,20,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
5105,12,30,1981,19,"PE","M",22,23,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
7806,5,14,1983,19,"PE","M",21,16,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
8466,10,15,1983,19,"PE","M",20,20,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
9406,7,31,1984,19,"PE","M",20,22,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
10378,5,23,1985,19,"PE","M",19,12,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
12635,4,25,1987,19,"PE","M",19,18,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
12660,4,25,1987,19,"PE","M",19,13,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
12863,5,28,1987,19,"PE","M",21,19,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
12895,6,30,1987,19,"PE","M",18,20,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
15050,11,5,1988,19,"PE","M",21,22,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
15532,2,4,1989,19,"PE","M",22,24,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
15687,3,12,1989,19,"PE","M",20,27,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
15986,5,9,1989,19,"PE","M",20,22,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
16138,6,3,1989,19,"PE","M",20,22,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
16150,6,3,1989,19,"PE","M",20,21,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
16559,10,8,1989,19,"PE","M",20,23,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
16625,11,4,1989,19,"PE","M",20,19,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
16756,12,4,1989,19,"PE","M",22,21,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
16988,1,29,1990,19,"PE","M",21,23,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
17118,2,24,1990,19,"PE","M",21,21,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
