"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
15981,5,9,1989,21,"NL","M",33,100,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
16350,7,29,1989,21,"NL","M",32,77,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
304,10,17,1977,21,"DM","M",37,40,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
3634,12,16,1980,21,"DM","M",34,37,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
6674,10,23,1982,21,"DM","M",36,47,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
10069,3,16,1985,21,"DM","M",36,43,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
10375,5,23,1985,21,"DM","M",37,44,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
10838,10,12,1985,21,"DM","M",37,49,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
10969,11,16,1985,21,"DM","M",38,41,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
11104,12,7,1985,21,"DM","M",35,46,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
28846,11,21,1998,21,"DM","M",36,45,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
28848,11,21,1998,21,"DM","M",36,47,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
29217,2,20,1999,21,"DM","M",34,45,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
29219,2,20,1999,21,"DM","M",36,50,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
29221,2,20,1999,21,"DM","M",36,47,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
29351,3,14,1999,21,"DM","M",36,51,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
29352,3,14,1999,21,"DM","M",35,48,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
29356,3,14,1999,21,"DM","M",37,48,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
29357,3,14,1999,21,"DM","M",36,46,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
29473,4,17,1999,21,"DM","M",36,44,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
969,6,8,1978,21,"PF","M",15,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
1064,7,7,1978,21,"PF","M",16,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
1124,8,4,1978,21,"PF","M",15,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
1214,9,3,1978,21,"PF","M",16,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
1872,7,3,1979,21,"PF","M",15,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
2249,11,18,1979,21,"PF","M",15,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
