"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
95,8,20,1977,23,"DM","M",38,46,"Dipodomys","merriami","Rodent","Rodent Exclosure"
112,8,20,1977,23,"DM","M",37,42,"Dipodomys","merriami","Rodent","Rodent Exclosure"
2367,1,16,1980,23,"DM","M",37,51,"Dipodomys","merriami","Rodent","Rodent Exclosure"
3637,12,16,1980,23,"DM","M",37,49,"Dipodomys","merriami","Rodent","Rodent Exclosure"
3639,12,16,1980,23,"DM","M",33,29,"Dipodomys","merriami","Rodent","Rodent Exclosure"
3641,12,16,1980,23,"DM","M",37,52,"Dipodomys","merriami","Rodent","Rodent Exclosure"
3645,12,16,1980,23,"DM","M",36,48,"Dipodomys","merriami","Rodent","Rodent Exclosure"
5879,5,21,1982,23,"DM","M",34,39,"Dipodomys","merriami","Rodent","Rodent Exclosure"
6723,10,23,1982,23,"DM","M",36,47,"Dipodomys","merriami","Rodent","Rodent Exclosure"
34863,10,5,2002,23,"DM","M",34,55,"Dipodomys","merriami","Rodent","Rodent Exclosure"
6675,10,23,1982,23,"PF","M",16,6,"Perognathus","flavus","Rodent","Rodent Exclosure"
6735,10,23,1982,23,"PF","M",16,5,"Perognathus","flavus","Rodent","Rodent Exclosure"
6760,10,23,1982,23,"PF","M",16,7,"Perognathus","flavus","Rodent","Rodent Exclosure"
8296,9,10,1983,23,"PF","M",15,7,"Perognathus","flavus","Rodent","Rodent Exclosure"
32225,6,25,2001,23,"PF","M",16,7,"Perognathus","flavus","Rodent","Rodent Exclosure"
2018,9,22,1979,23,"PE","M",20,23,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
2099,10,24,1979,23,"PE","M",21,24,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
6339,8,15,1982,23,"PE","M",20,22,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
7858,5,14,1983,23,"PE","M",20,19,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
8198,8,15,1983,23,"PE","M",20,15,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
11485,5,10,1986,23,"PE","M",21,23,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
12476,4,4,1987,23,"PE","M",19,27,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
12517,4,4,1987,23,"PE","M",18,25,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
12910,6,30,1987,23,"PE","M",20,24,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
12936,6,30,1987,23,"PE","M",20,24,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
14362,4,17,1988,23,"PE","M",20,22,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
14684,7,14,1988,23,"PE","M",19,17,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
14748,8,9,1988,23,"PE","M",21,23,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
14867,9,11,1988,23,"PE","M",21,18,"Peromyscus","eremicus","Rodent","Rodent Exclosure"
