"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
12678,4,26,1987,2,"NL","M",30,79,"Neotoma","albigula","Rodent","Control"
20992,7,14,1993,2,"NL","M",32,78,"Neotoma","albigula","Rodent","Control"
226,9,13,1977,2,"DM","M",37,51,"Dipodomys","merriami","Rodent","Control"
233,9,13,1977,2,"DM","M",25,44,"Dipodomys","merriami","Rodent","Control"
245,10,16,1977,2,"DM","M",37,39,"Dipodomys","merriami","Rodent","Control"
251,10,16,1977,2,"DM","M",36,49,"Dipodomys","merriami","Rodent","Control"
257,10,16,1977,2,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
259,10,16,1977,2,"DM","M",36,41,"Dipodomys","merriami","Rodent","Control"
350,11,12,1977,2,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
354,11,12,1977,2,"DM","M",38,44,"Dipodomys","merriami","Rodent","Control"
424,12,10,1977,2,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
438,12,10,1977,2,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
449,12,10,1977,2,"DM","M",35,43,"Dipodomys","merriami","Rodent","Control"
507,1,8,1978,2,"DM","M",35,44,"Dipodomys","merriami","Rodent","Control"
511,1,8,1978,2,"DM","M",36,38,"Dipodomys","merriami","Rodent","Control"
518,1,8,1978,2,"DM","M",36,38,"Dipodomys","merriami","Rodent","Control"
519,1,8,1978,2,"DM","M",38,48,"Dipodomys","merriami","Rodent","Control"
521,1,8,1978,2,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
523,1,8,1978,2,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
593,2,18,1978,2,"DM","M",38,52,"Dipodomys","merriami","Rodent","Control"
595,2,18,1978,2,"DM","M",37,51,"Dipodomys","merriami","Rodent","Control"
601,2,18,1978,2,"DM","M",36,41,"Dipodomys","merriami","Rodent","Control"
660,3,11,1978,2,"DM","M",37,53,"Dipodomys","merriami","Rodent","Control"
664,3,11,1978,2,"DM","M",35,43,"Dipodomys","merriami","Rodent","Control"
838,5,6,1978,2,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
849,5,6,1978,2,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
924,5,19,1978,2,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
930,5,19,1978,2,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
1018,6,9,1978,2,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
1519,12,3,1978,2,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
1529,12,3,1978,2,"DM","M",38,38,"Dipodomys","merriami","Rodent","Control"
1539,12,3,1978,2,"DM","M",36,49,"Dipodomys","merriami","Rodent","Control"
1676,3,31,1979,2,"DM","M",36,54,"Dipodomys","merriami","Rodent","Control"
1692,3,31,1979,2,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
1768,4,29,1979,2,"DM","M",39,43,"Dipodomys","merriami","Rodent","Control"
1839,5,30,1979,2,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
1846,5,30,1979,2,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
2014,8,23,1979,2,"DM","M",38,49,"Dipodomys","merriami","Rodent","Control"
2070,9,23,1979,2,"DM","M",37,51,"Dipodomys","merriami","Rodent","Control"
2176,11,17,1979,2,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
2975,5,18,1980,2,"DM","M",35,43,"Dipodomys","merriami","Rodent","Control"
3035,6,2,1980,2,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
3099,6,23,1980,2,"DM","M",35,42,"Dipodomys","merriami","Rodent","Control"
3182,7,22,1980,2,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
3236,8,14,1980,2,"DM","M",35,42,"Dipodomys","merriami","Rodent","Control"
3302,9,8,1980,2,"DM","M",35,45,"Dipodomys","merriami","Rodent","Control"
3388,10,12,1980,2,"DM","M",34,45,"Dipodomys","merriami","Rodent","Control"
3525,11,9,1980,2,"DM","M",34,42,"Dipodomys","merriami","Rodent","Control"
3547,12,15,1980,2,"DM","M",34,48,"Dipodomys","merriami","Rodent","Control"
3564,12,15,1980,2,"DM","M",35,49,"Dipodomys","merriami","Rodent","Control"
