"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
228,9,13,1977,9,"DM","M",38,50,"Dipodomys","merriami","Rodent","Spectab exclosure"
234,9,13,1977,9,"DM","M",35,45,"Dipodomys","merriami","Rodent","Spectab exclosure"
265,10,16,1977,9,"DM","M",38,49,"Dipodomys","merriami","Rodent","Spectab exclosure"
273,10,16,1977,9,"DM","M",37,44,"Dipodomys","merriami","Rodent","Spectab exclosure"
364,11,12,1977,9,"DM","M",37,46,"Dipodomys","merriami","Rodent","Spectab exclosure"
370,11,12,1977,9,"DM","M",35,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
433,12,10,1977,9,"DM","M",38,44,"Dipodomys","merriami","Rodent","Spectab exclosure"
453,12,10,1977,9,"DM","M",36,42,"Dipodomys","merriami","Rodent","Spectab exclosure"
516,1,8,1978,9,"DM","M",38,46,"Dipodomys","merriami","Rodent","Spectab exclosure"
529,1,8,1978,9,"DM","M",36,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
594,2,18,1978,9,"DM","M",38,50,"Dipodomys","merriami","Rodent","Spectab exclosure"
854,5,6,1978,9,"DM","M",36,36,"Dipodomys","merriami","Rodent","Spectab exclosure"
925,5,19,1978,9,"DM","M",36,35,"Dipodomys","merriami","Rodent","Spectab exclosure"
948,6,8,1978,9,"DM","M",37,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
964,6,8,1978,9,"DM","M",36,36,"Dipodomys","merriami","Rodent","Spectab exclosure"
1049,7,7,1978,9,"DM","M",37,36,"Dipodomys","merriami","Rodent","Spectab exclosure"
1065,7,7,1978,9,"DM","M",37,34,"Dipodomys","merriami","Rodent","Spectab exclosure"
1127,8,4,1978,9,"DM","M",37,39,"Dipodomys","merriami","Rodent","Spectab exclosure"
1138,8,4,1978,9,"DM","M",38,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
1219,9,3,1978,9,"DM","M",38,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
1229,9,3,1978,9,"DM","M",38,41,"Dipodomys","merriami","Rodent","Spectab exclosure"
1341,10,7,1978,9,"DM","M",37,37,"Dipodomys","merriami","Rodent","Spectab exclosure"
1396,11,4,1978,9,"DM","M",35,42,"Dipodomys","merriami","Rodent","Spectab exclosure"
1430,11,4,1978,9,"DM","M",37,39,"Dipodomys","merriami","Rodent","Spectab exclosure"
1513,12,2,1978,9,"DM","M",38,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
1709,3,31,1979,9,"DM","M",37,55,"Dipodomys","merriami","Rodent","Spectab exclosure"
1711,3,31,1979,9,"DM","M",37,31,"Dipodomys","merriami","Rodent","Spectab exclosure"
2022,9,22,1979,9,"DM","M",37,35,"Dipodomys","merriami","Rodent","Spectab exclosure"
2088,10,24,1979,9,"DM","M",37,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
2205,11,18,1979,9,"DM","M",36,49,"Dipodomys","merriami","Rodent","Spectab exclosure"
2261,11,18,1979,9,"DM","M",37,46,"Dipodomys","merriami","Rodent","Spectab exclosure"
2299,1,15,1980,9,"DM","M",38,46,"Dipodomys","merriami","Rodent","Spectab exclosure"
2476,2,25,1980,9,"DM","M",36,47,"Dipodomys","merriami","Rodent","Spectab exclosure"
3391,10,12,1980,9,"DM","M",37,44,"Dipodomys","merriami","Rodent","Spectab exclosure"
3537,11,9,1980,9,"DM","M",36,41,"Dipodomys","merriami","Rodent","Spectab exclosure"
3591,12,15,1980,9,"DM","M",36,45,"Dipodomys","merriami","Rodent","Spectab exclosure"
3763,1,12,1981,9,"DM","M",37,48,"Dipodomys","merriami","Rodent","Spectab exclosure"
4487,5,4,1981,9,"DM","M",37,46,"Dipodomys","merriami","Rodent","Spectab exclosure"
4684,7,8,1981,9,"DM","M",37,47,"Dipodomys","merriami","Rodent","Spectab exclosure"
4951,10,26,1981,9,"DM","M",37,47,"Dipodomys","merriami","Rodent","Spectab exclosure"
4954,10,26,1981,9,"DM","M",38,49,"Dipodomys","merriami","Rodent","Spectab exclosure"
5481,2,24,1982,9,"DM","M",36,44,"Dipodomys","merriami","Rodent","Spectab exclosure"
6852,10,24,1982,9,"DM","M",37,51,"Dipodomys","merriami","Rodent","Spectab exclosure"
6895,10,24,1982,9,"DM","M",37,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
6942,10,24,1982,9,"DM","M",38,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
6951,10,24,1982,9,"DM","M",38,41,"Dipodomys","merriami","Rodent","Spectab exclosure"
7919,5,15,1983,9,"DM","M",37,49,"Dipodomys","merriami","Rodent","Spectab exclosure"
9151,5,13,1984,9,"DM","M",32,25,"Dipodomys","merriami","Rodent","Spectab exclosure"
9167,5,13,1984,9,"DM","M",37,47,"Dipodomys","merriami","Rodent","Spectab exclosure"
9177,5,13,1984,9,"DM","M",35,45,"Dipodomys","merriami","Rodent","Spectab exclosure"
9188,5,13,1984,9,"DM","M",37,49,"Dipodomys","merriami","Rodent","Spectab exclosure"
9356,7,4,1984,9,"DM","M",36,38,"Dipodomys","merriami","Rodent","Spectab exclosure"
9493,8,26,1984,9,"DM","M",34,45,"Dipodomys","merriami","Rodent","Spectab exclosure"
9570,9,30,1984,9,"DM","M",34,41,"Dipodomys","merriami","Rodent","Spectab exclosure"
9585,9,30,1984,9,"DM","M",36,38,"Dipodomys","merriami","Rodent","Spectab exclosure"
9595,9,30,1984,9,"DM","M",35,46,"Dipodomys","merriami","Rodent","Spectab exclosure"
9679,10,21,1984,9,"DM","M",33,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
9686,10,21,1984,9,"DM","M",34,22,"Dipodomys","merriami","Rodent","Spectab exclosure"
9689,10,21,1984,9,"DM","M",36,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
9708,10,21,1984,9,"DM","M",34,42,"Dipodomys","merriami","Rodent","Spectab exclosure"
9763,12,31,1984,9,"DM","M",37,38,"Dipodomys","merriami","Rodent","Spectab exclosure"
9886,1,20,1985,9,"DM","M",36,38,"Dipodomys","merriami","Rodent","Spectab exclosure"
9985,2,17,1985,9,"DM","M",35,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
10121,3,17,1985,9,"DM","M",36,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
10291,4,21,1985,9,"DM","M",37,29,"Dipodomys","merriami","Rodent","Spectab exclosure"
10302,4,21,1985,9,"DM","M",38,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
10343,4,21,1985,9,"DM","M",37,46,"Dipodomys","merriami","Rodent","Spectab exclosure"
10365,4,21,1985,9,"DM","M",35,39,"Dipodomys","merriami","Rodent","Spectab exclosure"
10425,5,24,1985,9,"DM","M",37,33,"Dipodomys","merriami","Rodent","Spectab exclosure"
10496,6,16,1985,9,"DM","M",37,39,"Dipodomys","merriami","Rodent","Spectab exclosure"
10535,6,16,1985,9,"DM","M",37,44,"Dipodomys","merriami","Rodent","Spectab exclosure"
10612,7,24,1985,9,"DM","M",38,42,"Dipodomys","merriami","Rodent","Spectab exclosure"
10703,8,20,1985,9,"DM","M",36,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
10722,8,20,1985,9,"DM","M",35,47,"Dipodomys","merriami","Rodent","Spectab exclosure"
10799,9,22,1985,9,"DM","M",36,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
10832,9,22,1985,9,"DM","M",37,46,"Dipodomys","merriami","Rodent","Spectab exclosure"
10893,10,13,1985,9,"DM","M",35,36,"Dipodomys","merriami","Rodent","Spectab exclosure"
10900,10,13,1985,9,"DM","M",37,44,"Dipodomys","merriami","Rodent","Spectab exclosure"
11017,11,17,1985,9,"DM","M",34,37,"Dipodomys","merriami","Rodent","Spectab exclosure"
11035,11,17,1985,9,"DM","M",38,47,"Dipodomys","merriami","Rodent","Spectab exclosure"
11041,11,17,1985,9,"DM","M",35,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
11043,11,17,1985,9,"DM","M",35,42,"Dipodomys","merriami","Rodent","Spectab exclosure"
11047,11,17,1985,9,"DM","M",38,42,"Dipodomys","merriami","Rodent","Spectab exclosure"
11155,12,8,1985,9,"DM","M",35,37,"Dipodomys","merriami","Rodent","Spectab exclosure"
11162,12,8,1985,9,"DM","M",38,42,"Dipodomys","merriami","Rodent","Spectab exclosure"
11166,12,8,1985,9,"DM","M",37,41,"Dipodomys","merriami","Rodent","Spectab exclosure"
11173,12,8,1985,9,"DM","M",36,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
11191,12,8,1985,9,"DM","M",36,50,"Dipodomys","merriami","Rodent","Spectab exclosure"
11288,3,9,1986,9,"DM","M",37,42,"Dipodomys","merriami","Rodent","Spectab exclosure"
11292,3,9,1986,9,"DM","M",36,45,"Dipodomys","merriami","Rodent","Spectab exclosure"
11296,3,9,1986,9,"DM","M",38,48,"Dipodomys","merriami","Rodent","Spectab exclosure"
11335,3,9,1986,9,"DM","M",36,47,"Dipodomys","merriami","Rodent","Spectab exclosure"
11379,4,13,1986,9,"DM","M",37,47,"Dipodomys","merriami","Rodent","Spectab exclosure"
11416,4,13,1986,9,"DM","M",36,45,"Dipodomys","merriami","Rodent","Spectab exclosure"
11428,4,13,1986,9,"DM","M",35,45,"Dipodomys","merriami","Rodent","Spectab exclosure"
11504,5,11,1986,9,"DM","M",37,46,"Dipodomys","merriami","Rodent","Spectab exclosure"
11530,5,11,1986,9,"DM","M",37,45,"Dipodomys","merriami","Rodent","Spectab exclosure"
11620,6,5,1986,9,"DM","M",38,46,"Dipodomys","merriami","Rodent","Spectab exclosure"
11631,6,5,1986,9,"DM","M",38,48,"Dipodomys","merriami","Rodent","Spectab exclosure"
11702,7,4,1986,9,"DM","M",35,45,"Dipodomys","merriami","Rodent","Spectab exclosure"
11729,7,4,1986,9,"DM","M",35,47,"Dipodomys","merriami","Rodent","Spectab exclosure"
11798,8,10,1986,9,"DM","M",36,47,"Dipodomys","merriami","Rodent","Spectab exclosure"
11873,9,7,1986,9,"DM","M",37,46,"Dipodomys","merriami","Rodent","Spectab exclosure"
11880,9,7,1986,9,"DM","M",35,47,"Dipodomys","merriami","Rodent","Spectab exclosure"
11929,10,5,1986,9,"DM","M",37,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
11945,10,5,1986,9,"DM","M",37,50,"Dipodomys","merriami","Rodent","Spectab exclosure"
11955,10,5,1986,9,"DM","M",36,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
12025,11,16,1986,9,"DM","M",36,52,"Dipodomys","merriami","Rodent","Spectab exclosure"
12048,11,16,1986,9,"DM","M",36,50,"Dipodomys","merriami","Rodent","Spectab exclosure"
12070,11,16,1986,9,"DM","M",34,36,"Dipodomys","merriami","Rodent","Spectab exclosure"
12130,12,15,1986,9,"DM","M",35,54,"Dipodomys","merriami","Rodent","Spectab exclosure"
12154,12,15,1986,9,"DM","M",37,38,"Dipodomys","merriami","Rodent","Spectab exclosure"
12250,2,1,1987,9,"DM","M",36,54,"Dipodomys","merriami","Rodent","Spectab exclosure"
