"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
219,9,13,1977,13,"DM","M",36,48,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
229,9,13,1977,13,"DM","M",35,44,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
246,10,16,1977,13,"DM","M",37,47,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
249,10,16,1977,13,"DM","M",36,42,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
284,10,16,1977,13,"DM","M",37,44,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
348,11,12,1977,13,"DM","M",36,44,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
371,11,12,1977,13,"DM","M",36,40,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
423,12,10,1977,13,"DM","M",36,42,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
443,12,10,1977,13,"DM","M",35,42,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
505,1,8,1978,13,"DM","M",36,43,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
530,1,8,1978,13,"DM","M",37,42,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
586,2,18,1978,13,"DM","M",35,51,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
602,2,18,1978,13,"DM","M",37,46,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
852,5,6,1978,13,"DM","M",36,44,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
1075,7,8,1978,13,"DM","M",38,46,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
1844,5,30,1979,13,"DM","M",36,36,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
2130,10,25,1979,13,"DM","M",36,47,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
2217,11,18,1979,13,"DM","M",36,36,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
2352,1,16,1980,13,"DM","M",35,43,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
2485,2,25,1980,13,"DM","M",35,45,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
2486,2,25,1980,13,"DM","M",36,48,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
2487,2,25,1980,13,"DM","M",36,47,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
2510,2,25,1980,13,"DM","M",34,42,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
2972,5,18,1980,13,"DM","M",33,43,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
2991,5,18,1980,13,"DM","M",36,47,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3102,6,23,1980,13,"DM","M",35,43,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3108,6,23,1980,13,"DM","M",35,28,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3279,9,7,1980,13,"DM","M",38,49,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3350,10,11,1980,13,"DM","M",37,46,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3441,11,8,1980,13,"DM","M",39,48,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3480,11,9,1980,13,"DM","M",36,46,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3481,11,9,1980,13,"DM","M",36,49,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3608,12,16,1980,13,"DM","M",35,49,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3611,12,16,1980,13,"DM","M",36,51,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3613,12,16,1980,13,"DM","M",36,43,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
3684,12,16,1980,13,"DM","M",40,52,"Dipodomys","merriami","Rodent","Short-term Krat Exclosure"
