"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
18876,7,13,1991,3,"NL","M",32,71,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
20054,5,31,1992,3,"NL","M",29,66,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
20743,3,18,1993,3,"NL","M",32,86,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
20865,5,23,1993,3,"NL","M",30,62,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
20940,6,19,1993,3,"NL","M",30,41,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
63,8,19,1977,3,"DM","M",35,40,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
303,10,17,1977,3,"DM","M",36,31,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
315,10,17,1977,3,"DM","M",36,39,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
2462,2,25,1980,3,"DM","M",35,48,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
3458,11,9,1980,3,"DM","M",37,45,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
3460,11,9,1980,3,"DM","M",36,48,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
3967,3,9,1981,3,"DM","M",35,45,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
6667,10,23,1982,3,"DM","M",37,43,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
7267,1,13,1983,3,"DM","M",37,39,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
7289,1,13,1983,3,"DM","M",36,43,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
7299,1,13,1983,3,"DM","M",37,47,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
7315,1,13,1983,3,"DM","M",37,43,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
9135,5,13,1984,3,"DM","M",36,27,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
9601,9,30,1984,3,"DM","M",36,35,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
